,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Kode Barang,Nama Barang,Re Order,Kategori,Sub Kategori,Satuan 1,Satuan 2,Satuan 3,Satuan 4,Konversi 1,Konversi 2,Konversi 3,Konversi 4,Satuan Beli,Satuan Jual,Default Qty Jual,PPN,Keterangan,HJ 1 - Satuan 1,HJ 2 - Satuan 1,HJ 3 - Satuan 1,HJ 1- Satuan 2,HJ 2- Satuan 2,HJ 3- Satuan 2,HJ 1 - Satuan 3,HJ 2 - Satuan 3,HJ 3 - Satuan 3,HJ 1 - Satuan 4,HJ 2 - Satuan 4,HJ 3 - Satuan 4,Harga Perolehan,Harga Beli
430,110127,Kecap Sawi Rv k,0,MISC,KECAP,PCS,PCS,DOS,,1,1,48,0,3,1,0,0,,2500,0,0,2500,0,0,110000,0,0,0,0,0,2352,2352
431,110128,KECAP SAWI SC 1000an,0,MISC,KECAP,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,11000,0,0,11000,0,0,125000,0,0,0,0,0,9996,9996
432,120001,LADAKU 1000AN,0,MISC,BUMBU,RTG,PRES,DOS,,1,6,48,0,3,1,0,0,,10000,0,0,58000,0,0,457500,0,0,0,0,0,9310.04,9310
433,120002,LAKBAN BESAR xxx,0,MISC,MISC,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,12000,0,0,12000,0,0,12000,0,0,0,0,0,0,0
434,120003,LAURIER MAXI ISI 8,0,PEMBALUT,PEMBALUT,BKS,IKT,DOS,,1,6,72,0,3,2,0,0,,4500,0,0,24500,0,0,285000,0,0,0,0,0,3700,3700
435,120004,LAURIER SLIM RTG,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,48,0,3,1,0,0,,4250,0,0,4250,0,0,190000,0,0,0,0,0,0,0
436,120005,LIFREE POPOK L,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,25500,0,0,25500,0,0,305000,0,0,0,0,0,17563.13,16166.67
437,120006,LIFREE POPOK M,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,22500,0,0,22500,0,0,250000,0,0,0,0,0,15915.85,16250
438,120007,LIFREE POPOK XL,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,28500,0,0,28500,0,0,340000,0,0,0,0,0,21336.58,21166.67
439,120008,LILIN POPULAR,0,MISC,MISC,PAK,LOS,DOS,,1,1,60,0,3,1,0,0,,6000,0,0,5500,0,0,315000,0,0,0,0,0,4505.32,4505.32
440,120009,LUW xxxx ,0,,,RTG,RTG,DOS,,1,1,20,0,3,1,0,0,,14000,0,0,13500,0,0,265000,0,0,0,0,0,12374.11,12425
441,120010,LKK BLACK PEPPER 230Gr,0,SAOS,SAOS,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,41500,0,0,41500,0,0,41500,0,0,0,0,0,75500,37750
442,120011,LKK SAOS TIRAM 770Gr,0,SAOS,SAOS,PCS,PCS,DOS,,1,1,24,0,3,1,0,0,,25000,0,0,25000,0,0,568000,0,0,0,0,0,24166.67,23375
443,120012,LUWAK WHITE ISI 12,0,MISC,KOPI,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,16000,0,0,15500,0,0,177000,0,0,0,0,0,14207.67,14625
444,120013,LUWAK MINI,0,MISC,KOPI,RTG,RTG,DOS,,1,1,20,0,3,1,0,0,,8500,0,0,8000,0,0,155000,0,0,0,0,0,7350,7350
445,120014,LUWAK GULA,0,,,RTG,LOS,DOS,,1,1,10,0,3,1,0,0,,17500,0,0,17000,0,0,165000,0,0,0,0,0,16050,16050
446,120015,L________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,120016,L________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,120017,L________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,120018,L________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,120019,L________,0,,,PCS,PCS,PCS,,1,1,1,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,130001,MADURASA xxx,0,MINUMAN,MINUMAN,KTK,KTK,DOS,,1,1,24,0,3,1,0,0,,10000,0,0,10000,0,0,225000,0,0,0,0,0,7479.31,8712.5
452,130002,xxxxxx MAgxxxx,0,MISC,BUMBU,RTG,LBR,DOS,,1,6,60,0,3,1,0,0,,6500,0,0,32500,0,0,300000,0,0,0,0,0,4571,4687.02
453,130003,MAIZENA KTK HAWAI,0,TEPUNG,TEPUNG,KTK,KTK,DOS,,1,1,40,0,3,1,0,0,,4500,0,0,4250,0,0,155000,0,0,0,0,0,3724.43,3725
454,130004,MAIZENA LOS,0,TEPUNG,TEPUNG,KG,LOS,ZAK,,1,1,25,0,3,1,0,0,,15000,0,0,14500,0,0,330000,0,0,0,0,0,12485.12,12600
455,130005,MAMA KUAH BAKSO,0,MISC,BUMBU,RTG,PRES,DOS,,1,10,60,0,3,1,0,0,,5000,0,0,44000,0,0,245000,0,0,0,0,0,3833.33,3833.33
456,130006,MAMA KUAH SOP,0,MISC,BUMBU,RTG,PRES,DOS,,1,10,30,0,3,1,0,0,,5000,0,0,45000,0,0,130000,0,0,0,0,0,0,0
457,130007,MAMA LEMON RF 105ML,0,MISC,SABUN CAIR,BKS,LOS,DOS,,1,1,24,0,3,1,0,0,,1800,0,0,1700,0,0,38500,0,0,0,0,0,1398.12,1395.88
458,130008,MAMA LEMON RF80ML,0,MISC,SABUN CAIR,BKS,LOS,DOS,,1,1,72,0,3,1,0,0,,1000,0,0,900,0,0,59000,0,0,0,0,0,738.39,736.56
459,130009,MAMA LEMON RV 800ML,0,MISC,SABUN CAIR,BKS,LOS,DOS,,1,1,12,0,3,1,0,0,,10000,0,0,9500,0,0,107500,0,0,0,0,0,8441.87,8128.83
460,130010,MAMA xxxxxx,0,,,PRES,PRES,DOS,,1,1,10,0,3,1,0,0,,22000,0,0,22000,0,0,240000,0,0,0,0,0,91.63,23000
461,130011,MAMA TEPUNG BAKSO xxx,0,TEPUNG,TEPUNG,RTG,RTG,DOS,,1,1,10,0,3,1,0,0,,20000,0,0,20000,0,0,185000,0,0,0,0,0,0,0
462,130012,MAMY POKO M,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,17500,0,0,190000,0,0,0,0,0,14229.65,14416.67
463,130013,MAMY POKO L,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,18000,0,0,17500,0,0,185000,0,0,0,0,0,14307.37,14333.33
464,130014,MAMY POKO S xxx,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,17000,0,0,17000,0,0,182500,0,0,0,0,0,14208.33,14208.33
465,130015,MAMY POKO XL,0,PEMBALUT,PEMBALUT,RTG,RTG,DOS,,1,1,12,0,3,1,0,0,,22000,0,0,22000,0,0,255000,0,0,0,0,0,18654.95,18400
466,130016,MARJAN SIRUP,0,MINUMAN,MINUMAN,BTL,BTL,DOS,,1,1,12,0,3,1,0,0,,23000,0,0,22500,0,0,245000,0,0,0,0,0,17956.81,18083.33
467,130017,MASAKO 250GR,0,MISC,BUMBU,BKS,LOS,DOS,,1,1,48,0,3,1,0,0,,9500,0,0,9000,0,0,400000,0,0,0,0,0,8106.25,8106.25
468,130018,MASAKO B. P500 AYM,0,MSG,MSG,RTG,LBR,DOS,,1,6,60,0,3,1,0,0,,5000,0,0,27500,0,0,264000,0,0,0,0,0,4283.33,4283.33
469,130019,MASAKO B. P500 SP,0,MSG,MSG,RTG,LBR,DOS,,1,6,60,0,3,1,0,0,,5000,0,0,27500,0,0,263000,0,0,0,0,0,4316.67,4316.67
470,130020,MERICA BUBUK SPC,0,PALAWIJA,PALAWIJA,ONS,KG,KG,,1,10,10,0,3,2,0,0,,20000,0,0,190000,0,0,190000,0,0,0,0,0,0,0
471,130021,MERICA BUNDAR,0,PALAWIJA,PALAWIJA,ONS,KG,KG,,1,10,10,0,3,3,0,0,,17500,0,0,150000,0,0,155000,0,0,0,0,0,13865.67,13800
472,130022,MERICA PELANGI,0,MISC,BUMBU,BKS,PRES,BAL,,1,10,200,0,3,2,0,0,,6000,0,0,57000,0,0,1135000,0,0,0,0,0,4500,4500
473,130023,MESES B9,0,MISC,BAHAN KUE,ONS,KG,DOS,,1,10,125,0,3,2,0,0,,4500,0,0,32000,0,0,362500,0,0,0,0,0,2800,2800
474,130024,MICIN LOS,0,PALAWIJA,PALAWIJA,ONS,KG,ZAK,,1,10,250,0,3,2,0,0,,4000,0,0,33000,0,0,750000,0,0,0,0,0,37859.73,2300
475,130025,MIE DARA KERITING,0,MIE,MIE,BKS,BKS,DOS,,1,1,36,0,3,1,0,0,,2600,0,0,2500,0,0,87000,0,0,0,0,0,0,2361.11
476,130026,MIE DARA LEBAR,0,MIE,MIE,BAL,BAL,BAL,,1,1,1,0,3,3,0,0,,0,0,0,0,0,0,36000,0,0,0,0,0,35000,35000
477,130027,MIE DARA PIPIH,0,MIE,MIE,BKS,BKS,DOS,,1,1,24,0,3,1,0,0,,3100,0,0,3000,0,0,69500,0,0,0,0,0,2833.33,2833.33
478,130028,MIE GELUNG JANTAYU,0,MIE,MIE,PRES,PRES,PRES,,1,1,1,0,3,1,0,0,,24500,0,0,24500,0,0,24500,0,0,0,0,0,23500,23500
479,130029,MIE INDOMIE AYM BWG,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3000,0,0,3000,0,0,112000,0,0,0,0,0,2711.53,2725
480,130030,MIE INDOMIE AYM SP,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,112000,0,0,0,0,0,2423.88,2625.63
481,130031,MIE INDOMIE GR,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3200,0,0,3100,0,0,115000,0,0,0,0,0,2840.41,2850
482,130032,MIE INDOMIE KARE,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3250,0,0,3200,0,0,117000,0,0,0,0,0,2800.53,2800
483,130033,MIE INDOMIE KRIUK / ACEH / Geprek,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3200,0,0,3100,0,0,117000,0,0,0,0,0,2854.37,2804.38
484,130034,MIE INDOMIE RENDANG,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3200,0,0,3100,0,0,117000,0,0,0,0,0,2829.37,2829.38
485,130035,MIE INDOMIE SOTO/RAWON,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,112000,0,0,0,0,0,2663.21,2673.75
486,130036,MIE INDOMIE SOTO SP,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,110000,0,0,0,0,0,2631.54,2598.75
487,130037,MIE INDOMIE ST LMG / BLD,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,114000,0,0,0,0,0,2625.63,2625.63
488,130038,MIE INTERMIE INDOMIE,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,1600,0,0,1500,0,0,53000,0,0,0,0,0,1273.87,1297.25
489,130039,MIE xxxxxxxxxxxxxxxx JANTAYU 1KG ISI 10 xxx,0,,,PRES,PRES,PRES,,1,1,1,0,3,1,0,0,,15500,0,0,15500,0,0,15500,0,0,0,0,0,22000,22000
490,130040,MIE JANTAYU GP,0,MIE,MIE,PRES,PRES,PRES,,1,1,1,0,1,1,0,0,,23000,0,0,0,0,0,0,0,0,0,0,0,22000,22000
491,130041,MIE KENDURI HJ.,0,MIE,MIE,PRES,PRES,IKT,,1,1,5,0,3,3,0,0,,12500,0,0,12500,0,0,61500,0,0,0,0,0,12000,12000
492,130042,MIE KENDURI OR.,0,MIE,MIE,PRES,PRES,IKT,,1,1,5,0,3,3,0,0,,10500,0,0,10500,0,0,51000,0,0,0,0,0,9754.58,9750
493,130043,MIE KUDA MENJANGAN KL LEBAR,0,MIE,MIE,BAL,BAL,BAL,,1,1,1,0,1,1,0,0,,37500,0,0,37000,0,0,0,0,0,0,0,0,34780,34780
494,130044,MIE KUDA MENJANGAN L,0,MIE,MIE,BKS,LOS,DOS,,1,1,20,0,3,3,0,0,,5250,0,0,5000,0,0,97000,0,0,0,0,0,4700,4700
495,130045,MIE KUDA MENJANGAN K,0,MIE,MIE,BKS,LOS,DOS,,1,1,20,0,3,3,0,0,,5250,0,0,5000,0,0,97000,0,0,0,0,0,4700,4700
496,130046,MIE SEDAP CUP GR,0,MIE,MIE,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,4750,0,0,4600,0,0,55000,0,0,0,0,0,517.61,4281.33
497,130047,MIE SEDAP CUP KUAH,0,MIE,MIE,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,4500,0,0,4500,0,0,51000,0,0,0,0,0,3436.89,3092.17
498,130048,MIE SEDAP GR,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,112500,0,0,0,0,0,2767.73,2825
499,130049,MIE SEDAP GR Korea / devina,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3100,0,0,3000,0,0,112000,0,0,0,0,0,2719.24,2702.4
500,130050,MIE SEDAP KUAH SOTO,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3000,0,0,2900,0,0,108000,0,0,0,0,0,2635.06,2637.5
501,130051,MIE SEDAP KUAH KARE SPC,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3000,0,0,2900,0,0,106000,0,0,0,0,0,2577.89,2607.4
502,130052,MIE SEDAP KUAH AYAM BWG,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3000,0,0,2900,0,0,106000,0,0,0,0,0,2534.82,2579.9
503,130053,MIE SEDAP KUAH Lain,0,MIE,MIE,BKS,LOS,DOS,,1,1,40,0,3,3,0,0,,3000,0,0,2900,0,0,106000,0,0,0,0,0,2571.54,2607.4
504,130054,MIE SUKSES GR KECAP / RD / ACEH,0,MIE,MIE,BKS,LOS,DOS,,1,1,24,0,3,3,0,0,,3800,0,0,3700,0,0,86000,0,0,0,0,0,3379.03,3491.79
505,130055,MIE SUKSES KUAH AB,0,MIE,MIE,BKS,LOS,DOS,,1,1,24,0,3,3,0,0,,3600,0,0,3500,0,0,82000,0,0,0,0,0,3174.18,3174.18
506,130056,MIE TELUR 3 AYAM MR/KN,0,MIE,MIE,BKS,LOS,DOS,,1,1,20,0,3,3,0,0,,4500,0,0,4500,0,0,80000,0,0,0,0,0,1881.6,1881.6
507,130057,MIHUN KIJANG 1/4KG,0,BIHUN,BIHUN,BKS,LOS,BAL,,1,1,20,0,3,3,0,0,,6000,0,0,5500,0,0,105000,0,0,0,0,0,5000,5000
508,130058,MILKU SUSU UHT Coklat,0,SUSU,SUSU,BTL,BTL,DOS,,1,1,12,0,3,3,0,0,,3000,0,0,3000,0,0,33000,0,0,0,0,0,3270.03,2104.92
509,130059,MILKU SUSU UHT Strawbery,0,SUSU,SUSU,BTL,BTL,DOS,,1,1,12,0,3,3,0,0,,3000,0,0,3000,0,0,33000,0,0,0,0,0,2558.78,2581.58
510,130060,MILO SC 22GR,0,SUSU,SUSU,RTG,RTG,DOS,,1,1,20,0,3,1,0,0,,19500,0,0,19000,0,0,365000,0,0,0,0,0,17851.62,17850
511,130061,MINYAK CR,0,MINYAK GORENG,MINYAK GORENG,KG,LOS,ISI,,1,1,1,0,3,1,0,0,,23000,0,0,22500,0,0,336000,0,0,0,0,0,153809.13,14050
512,130062,MINYAK GR ALIBABA 1L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,20500,0,0,20000,0,0,235000,0,0,0,0,0,19091.42,19000
513,130063,MINYAK GR XXXXXXX,0,,,BKS,BKS,DOS,,1,1,24,0,3,3,0,0,,15500,0,0,15000,0,0,174500,0,0,0,0,0,5830.64,7187.5
514,130064,MINYAK GR BIMOLI CL 18L,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,JRG,,1,1,1,0,3,1,0,0,,412500,0,0,0,0,0,0,0,0,0,0,0,390500,390500
515,130065,MINYAK GR BIMOLI CL 5L,0,MINYAK GORENG,MINYAK GORENG,JRG,BTL,DOS,,1,1,4,0,3,1,0,0,,105000,0,0,105000,0,0,412500,0,0,0,0,0,112000,100000
516,130066,MINYAK GR BIMOLI CL 1L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,20000,0,0,20000,0,0,232500,0,0,0,0,0,21241.67,19500
517,130067,MINYAK GR BIMOLI CL 2L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,42500,0,0,42500,0,0,250000,0,0,0,0,0,38826.32,38700
518,130068,MINYAK GR BIMOLI SP 5L,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,DOS,,1,1,4,0,3,1,0,0,,70000,0,0,70000,0,0,265000,0,0,0,0,0,0,0
519,130069,MINYAK GR BIMOLI SP 1L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,13500,0,0,13500,0,0,153500,0,0,0,0,0,0,0
520,130070,MINYAK GR BIMOLI SP 2L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,27000,0,0,27000,0,0,155900,0,0,0,0,0,0,0
521,130071,MINYAK GR DORANG 450ML xxx,0,MINYAK GORENG,MINYAK GORENG,IKT,IKT,DOS,,1,1,24,0,3,1,0,0,,24000,0,0,24000,0,0,275000,0,0,0,0,0,55138.89,21458.33
522,130072,MINYAK GR FILMA 2L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,42500,0,0,42000,0,0,250000,0,0,0,0,0,38668,38650
523,130073,MINYAK GR sovia FORTUNE 1L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,21000,0,0,21000,0,0,245000,0,0,0,0,0,18897.08,19833.33
524,130074,MINYAK GR FORTUNE 1L BANTAL,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,21000,0,0,20500,0,0,245000,0,0,0,0,0,44994,13700.33
525,130075,MINYAK GR KUDA 500ML xxx,0,MINYAK GORENG,MINYAK GORENG,BTL,BTL,DOS,,1,1,24,0,3,3,0,0,,7000,0,0,7000,0,0,155000,0,0,0,0,0,0,0
526,130076,MINYAK GR KITA 5L,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,DOS,,1,1,4,0,3,3,0,0,,72500,0,0,72500,0,0,287500,0,0,0,0,0,69500,68000
527,130077,MINYAK GR ALCO 1L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,17500,0,0,17500,0,0,205000,0,0,0,0,0,16750,16750
528,130078,MINYAK GR KUNCI MAS 2L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,46000,0,0,46000,0,0,265000,0,0,0,0,0,36000,36000
529,130079,MINYAK GR ROSE CUP,0,MINYAK GORENG,MINYAK GORENG,PCS,LOS,DOS,,1,1,48,0,3,3,0,0,,5250,0,0,5000,0,0,225000,0,0,0,0,0,4144.5,4164.58
530,130080,MINYAK GR FRAIS WELL 1L,0,MINYAK GORENG,MINYAK GORENG,BKS,LOS,DOS,,1,1,12,0,3,3,0,0,,21500,0,0,21000,0,0,250000,0,0,0,0,0,10049.81,20500
531,130081,MINYAK GR FRAIS WELL 2L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,33000,0,0,33000,0,0,187500,0,0,0,0,0,31163.51,30333.33
532,130082,MINYAK GR FRAIS WELL 500ml,0,MINYAK GORENG,MINYAK GORENG,BKS,LOS,DOS,,1,1,12,0,3,3,0,0,,11500,0,0,11000,0,0,128000,0,0,0,0,0,10824.38,10458.33
533,130083,MINYAK GR FRAIS WELL 5L xxx,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,DOS,,1,1,4,0,3,1,0,0,,60000,0,0,60000,0,0,231500,0,0,0,0,0,0,0
534,130084,MINYAK GR SABRINA 900ml xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,LOS,DOS,,1,1,12,0,3,3,0,0,,17000,0,0,17000,0,0,200000,0,0,0,0,0,16796.77,13135.5
535,130085,MINYAK GR SABRINA 2L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,33000,0,0,33000,0,0,190000,0,0,0,0,0,22463.83,30530
536,130086,MINYAK GR fortune SANIA SOVIA 2L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,43000,0,0,42500,0,0,247500,0,0,0,0,0,13722.45,39400
537,130087,MINYAK GR SEDAP 1L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,19000,0,0,19000,0,0,217500,0,0,0,0,0,0,0
538,130088,MINYAK GR SEDAP 2L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,28000,0,0,28000,0,0,175000,0,0,0,0,0,26000,26000
539,130089,MINYAK GR SUNCO 1L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,12,0,3,3,0,0,,13000,0,0,13000,0,0,160000,0,0,0,0,0,0,0
540,130090,MINYAK GR SUNCO 2 L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,45000,0,0,44500,0,0,263000,0,0,0,0,0,41628.21,42500
541,130091,MINYAK GR SUNCO 500ML xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,24,0,3,3,0,0,,9500,0,0,9500,0,0,215000,0,0,0,0,0,8460.89,8504.92
542,130092,MINYAK GR SUNCO 5L xxx,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,DOS,,1,1,4,0,3,1,0,0,,78500,0,0,78500,0,0,295000,0,0,0,0,0,0,0
543,130093,MINYAK GR TROPICAL RF 2L,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,3,0,0,,39500,0,0,39000,0,0,228000,0,0,0,0,0,32717.61,35383.33
544,130094,MINYAK GR SEDAP 20L xxx,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,JRG,,1,1,1,0,1,1,0,0,,360000,0,0,1,0,0,1,0,0,0,0,0,260000,260000
545,130095,MINYAK GR AMAGO 2L xxx,0,MINYAK GORENG,MINYAK GORENG,BKS,BKS,DOS,,1,1,6,0,3,1,0,0,,33500,0,0,33500,0,0,192000,0,0,0,0,0,31229.04,30647.5
546,130096,MINYAK GR ALCO 18L Premium xxx,0,MINYAK GORENG,MINYAK GORENG,JRG,JRG,JRG,,1,1,6,0,3,1,0,0,,265000,0,0,265000,0,0,265000,0,0,0,0,0,61732.78,65416.67
547,130097,MINYAK KAYU PUTIH CAP LANG 60ML,0,MISC,MISC,BTL,LOS,LSN,,1,1,12,0,3,1,0,0,,21000,0,0,20500,0,0,234000,0,0,0,0,0,0,0
548,130098,MINYAK TAWON DD xxx,0,MISC,MISC,BTL,BTL,LSN,,1,1,12,0,3,1,0,0,,27000,0,0,27000,0,0,310000,0,0,0,0,0,0,0
549,130099,MINYAK TELON GAJAH 120ML xxx,0,MISC,MISC,BTL,BTL,LSN,,1,1,12,0,3,1,0,0,,27500,0,0,27500,0,0,27500,0,0,0,0,0,0,0
550,130100,MINYAK TELON GAJAH 60ML xxx,0,MISC,MISC,BTL,BTL,LSN,,1,1,12,0,3,1,0,0,,16000,0,0,16000,0,0,180000,0,0,0,0,0,0,0
551,130101,MINYAK WIJEN KUDA PAL,0,SAOS,SAOS,BTL,BTL,DOS,,1,1,12,0,3,1,0,0,,39500,0,0,39000,0,0,457500,0,0,0,0,0,36583.33,36583.33
552,130102,MINYAK WIJEN LOWO 620ML xxx,0,SAOS,SAOS,BTL,BTL,BTL,,1,1,1,0,1,1,0,0,,156000,0,0,0,0,0,0,0,0,0,0,0,0,0
553,130103,MIRI PECAH,0,PALAWIJA,PALAWIJA,ONS,LOS,KG,,1,10,10,0,3,3,0,0,,6000,0,0,42000,0,0,42500,0,0,0,0,0,297457.91,3700
554,130104,MLINJO EMPING,0,KRUPUK,KRUPUK,ONS,KG,DOS,,1,10,50,0,3,2,0,0,,8500,0,0,77000,0,0,375000,0,0,0,0,0,6867.75,6500
555,130105,MOLTO ALL IN 18ML SC,0,MISC,SABUN CAIR,RTG,RTG,DOS,,1,1,18,0,3,1,0,0,,10000,0,0,10000,0,0,177000,0,0,0,0,0,9086.73,9609.6
556,130106,MOLTO ALL IN SC 500,0,MISC,SABUN CAIR,RTG,RTG,DOS,,1,1,30,0,3,1,0,0,,5000,0,0,5000,0,0,138000,0,0,0,0,0,8.72,4350
557,130107,MOLTO PEWANGI 450ML xxx,0,MISC,SABUN CAIR,BKS,LSN,DOS,,1,12,24,0,3,1,0,0,,6000,0,0,6000,0,0,132100,0,0,0,0,0,0,0
558,130108,MOLTO PEWANGI 800ML,0,MISC,SABUN CAIR,BKS,BKS,DOS,,1,1,12,0,3,1,0,0,,16000,0,0,15500,0,0,182500,0,0,0,0,0,0,0
559,130109,MOLTO SOFTENER 800ML xxx,0,MISC,SABUN CAIR,BKS,BKS,DOS,,1,1,12,0,3,1,0,0,,13000,0,0,13000,0,0,146000,0,0,0,0,0,0,0
560,130110,MTG AMANDA 1/4KG,0,BIHUN,BIHUN,BKS,KG,DOS,,1,4,60,0,3,2,0,0,,6000,0,0,22500,0,0,307500,0,0,0,0,0,4881.75,4883.33
561,130111,MTG AMANDA 15KG,0,MENTEGA,MENTEGA,KG,KG,DOS,,1,1,15,0,3,3,0,0,,22000,0,0,22000,0,0,290000,0,0,0,0,0,17911.11,18033.33
562,130112,MTG BLUE BAND 15KG,0,MENTEGA,MENTEGA,KG,KG,DOS,,1,1,15,0,3,3,0,0,,37500,0,0,36500,0,0,525000,0,0,0,0,0,32200,32200
563,130113,MTG BLUE BAND 45GR P4000AN xxx,0,MENTEGA,MENTEGA,RTG,RTG,DOS,,1,1,10,0,3,1,0,0,,21000,0,0,21000,0,0,201000,0,0,0,0,0,20952.32,19340.6
564,130114,MTG BLUE BAND MASTER 4.5KG xxx,0,MENTEGA,MENTEGA,KTK,KTK,KTK,,1,1,1,0,3,1,0,0,,117500,0,0,117500,0,0,117500,0,0,0,0,0,0,0
565,130115,MTG BLUE BAND SC 200GR,0,MENTEGA,MENTEGA,BKS,BKS,DOS,,1,1,60,0,3,1,0,0,,8750,0,0,8750,0,0,485000,0,0,0,0,0,8250,8250
566,130116,MTG BLUE BAND STICK 2000AN xxx,0,MENTEGA,MENTEGA,RTG,RTG,DOS,,1,1,30,0,3,1,0,0,,21000,0,0,21000,0,0,125000,0,0,0,0,0,3711.46,3659.43
